case_note_id,alert_id,note_timestamp,note_text,typology_label
NOTE000229,ALERT000229,2025-06-26T03:46:00,Synthetic review notes payment to a recently observed beneficiary.,new_beneficiary_risk
NOTE000230,ALERT000230,2025-03-14T18:35:00,Synthetic review notes repeated transfers in a short time window.,high_transaction_velocity
NOTE000231,ALERT000231,2025-07-26T19:17:00,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement_of_funds
NOTE000232,ALERT000232,2025-08-13T01:46:00,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account_style_behaviour
NOTE000233,ALERT000233,2025-10-19T17:28:00,Synthetic review notes a material increase against expected account activity.,unusual_amount_spike
NOTE000234,ALERT000234,2025-06-27T19:24:00,Synthetic review notes a material increase against expected account activity.,unusual_amount_spike
NOTE000235,ALERT000235,2025-04-01T06:32:00,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction_exposure
NOTE000236,ALERT000236,2025-10-02T04:59:00,Synthetic review notes payment to a recently observed beneficiary.,new_beneficiary_risk
NOTE000237,ALERT000237,2025-08-19T05:03:00,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement_of_funds
NOTE000238,ALERT000238,2025-08-29T01:22:00,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction_exposure
NOTE000239,ALERT000239,2025-02-01T00:42:00,Synthetic review notes payment to a recently observed beneficiary.,new_beneficiary_risk
NOTE000240,ALERT000240,2025-12-12T14:00:00,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement_of_funds
NOTE000241,ALERT000241,2025-03-08T18:00:00,Synthetic review notes repeated transfers in a short time window.,high_transaction_velocity
NOTE000242,ALERT000242,2025-02-06T14:23:00,Synthetic review notes repeated transfers in a short time window.,high_transaction_velocity
NOTE000243,ALERT000243,2025-02-23T09:20:00,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction_exposure
NOTE000244,ALERT000244,2025-04-09T20:29:00,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account_style_behaviour
NOTE000245,ALERT000245,2025-01-12T09:19:00,Synthetic review notes device reuse across multiple account relationships.,shared_device_behaviour
NOTE000246,ALERT000246,2025-09-12T14:26:00,Synthetic review notes device reuse across multiple account relationships.,shared_device_behaviour
NOTE000247,ALERT000247,2025-03-02T14:27:00,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction_exposure
NOTE000248,ALERT000248,2025-10-05T16:42:00,Synthetic review notes repeated round-number payments requiring review.,round_number_payments
NOTE000249,ALERT000249,2025-10-14T23:49:00,Synthetic review notes payment to a recently observed beneficiary.,new_beneficiary_risk
NOTE000250,ALERT000250,2025-10-08T02:02:00,Synthetic review notes repeated round-number payments requiring review.,round_number_payments
NOTE000251,ALERT000251,2025-07-28T08:05:00,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction_exposure
NOTE000252,ALERT000252,2025-11-27T05:33:00,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement_of_funds
NOTE000253,ALERT000253,2025-06-06T10:50:00,Synthetic review notes repeated round-number payments requiring review.,round_number_payments
NOTE000254,ALERT000254,2025-05-04T11:03:00,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account_style_behaviour
NOTE000255,ALERT000255,2025-02-17T07:02:00,Synthetic review notes device reuse across multiple account relationships.,shared_device_behaviour
NOTE000256,ALERT000256,2025-07-01T15:59:00,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement_of_funds
NOTE000257,ALERT000257,2025-05-25T13:47:00,Synthetic review notes repeated transfers in a short time window.,high_transaction_velocity
NOTE000258,ALERT000258,2025-02-17T03:27:00,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account_style_behaviour
NOTE000259,ALERT000259,2025-02-21T11:41:00,Synthetic review notes a material increase against expected account activity.,unusual_amount_spike
NOTE000260,ALERT000260,2025-08-07T16:49:00,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement_of_funds
NOTE000261,ALERT000261,2025-02-12T06:30:00,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement_of_funds
NOTE000262,ALERT000262,2025-05-03T11:56:00,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover_style_behaviour
NOTE000263,ALERT000263,2025-12-17T17:42:00,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account_style_behaviour
NOTE000264,ALERT000264,2025-12-04T03:02:00,Synthetic review notes device reuse across multiple account relationships.,shared_device_behaviour
NOTE000265,ALERT000265,2025-01-26T11:05:00,Synthetic review notes repeated round-number payments requiring review.,round_number_payments
NOTE000266,ALERT000266,2025-12-01T12:29:00,Synthetic review notes repeated round-number payments requiring review.,round_number_payments
NOTE000267,ALERT000267,2025-11-13T15:43:00,Synthetic review notes repeated round-number payments requiring review.,round_number_payments
NOTE000268,ALERT000268,2025-10-08T18:11:00,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction_exposure
NOTE000269,ALERT000269,2025-03-01T17:36:00,Synthetic review notes a material increase against expected account activity.,unusual_amount_spike
NOTE000270,ALERT000270,2025-12-03T13:16:00,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account_style_behaviour
NOTE000271,ALERT000271,2025-02-16T07:09:00,Synthetic review notes repeated round-number payments requiring review.,round_number_payments
NOTE000272,ALERT000272,2025-12-24T15:11:00,Synthetic review notes a material increase against expected account activity.,unusual_amount_spike
NOTE000273,ALERT000273,2025-04-28T18:39:00,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement_of_funds
NOTE000274,ALERT000274,2025-10-10T06:03:00,Synthetic review notes device reuse across multiple account relationships.,shared_device_behaviour
NOTE000275,ALERT000275,2025-04-25T15:03:00,Synthetic review notes repeated transfers in a short time window.,high_transaction_velocity
NOTE000276,ALERT000276,2025-01-01T16:08:00,Synthetic review notes repeated transfers in a short time window.,high_transaction_velocity
NOTE000277,ALERT000277,2025-12-08T08:34:00,Synthetic review notes device reuse across multiple account relationships.,shared_device_behaviour
NOTE000278,ALERT000278,2025-09-01T09:06:00,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover_style_behaviour
NOTE000279,ALERT000279,2025-09-10T19:23:00,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account_style_behaviour
NOTE000280,ALERT000280,2025-11-12T07:29:00,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement_of_funds
NOTE000281,ALERT000281,2025-06-21T19:51:00,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement_of_funds
NOTE000282,ALERT000282,2025-12-06T01:22:00,Synthetic review notes a material increase against expected account activity.,unusual_amount_spike
NOTE000283,ALERT000283,2025-03-29T13:50:00,Synthetic review notes repeated transfers in a short time window.,high_transaction_velocity
NOTE000284,ALERT000284,2025-01-22T13:33:00,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account_style_behaviour
NOTE000285,ALERT000285,2025-03-04T19:39:00,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover_style_behaviour
NOTE000286,ALERT000286,2025-11-03T18:35:00,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover_style_behaviour
NOTE000287,ALERT000287,2025-12-23T04:16:00,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover_style_behaviour
NOTE000288,ALERT000288,2025-08-21T11:41:00,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction_exposure
NOTE000289,ALERT000289,2025-03-31T06:58:00,Synthetic review notes repeated transfers in a short time window.,high_transaction_velocity
NOTE000290,ALERT000290,2025-02-12T08:35:00,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover_style_behaviour
NOTE000291,ALERT000291,2025-01-18T16:59:00,Synthetic review notes device reuse across multiple account relationships.,shared_device_behaviour
NOTE000292,ALERT000292,2025-09-29T03:48:00,Synthetic review notes a material increase against expected account activity.,unusual_amount_spike
NOTE000293,ALERT000293,2025-01-03T22:53:00,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account_style_behaviour
NOTE000294,ALERT000294,2025-07-01T06:36:00,Synthetic review notes device reuse across multiple account relationships.,shared_device_behaviour
NOTE000295,ALERT000295,2025-04-09T22:31:00,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction_exposure
NOTE000296,ALERT000296,2025-02-16T07:15:00,Synthetic review notes repeated transfers in a short time window.,high_transaction_velocity
NOTE000297,ALERT000297,2025-11-21T15:18:00,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction_exposure
NOTE000298,ALERT000298,2025-04-08T00:51:00,Synthetic review notes a material increase against expected account activity.,unusual_amount_spike
NOTE000299,ALERT000299,2025-12-15T15:45:00,Synthetic review notes repeated round-number payments requiring review.,round_number_payments
NOTE000300,ALERT000300,2025-01-08T20:27:00,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover_style_behaviour
NOTE000301,ALERT000301,2025-05-19T02:37:00,Synthetic review notes a material increase against expected account activity.,unusual_amount_spike
NOTE000302,ALERT000302,2025-08-03T18:53:00,Synthetic review notes payment to a recently observed beneficiary.,new_beneficiary_risk
NOTE000303,ALERT000303,2025-04-21T22:34:00,Synthetic review notes repeated round-number payments requiring review.,round_number_payments
NOTE000304,ALERT000304,2025-09-30T17:06:00,Synthetic review notes repeated round-number payments requiring review.,round_number_payments
NOTE000305,ALERT000305,2025-11-04T20:13:00,Synthetic review notes a material increase against expected account activity.,unusual_amount_spike
NOTE000306,ALERT000306,2025-04-14T10:47:00,Synthetic review notes device reuse across multiple account relationships.,shared_device_behaviour
NOTE000307,ALERT000307,2025-02-19T22:08:00,Synthetic review notes repeated transfers in a short time window.,high_transaction_velocity
NOTE000308,ALERT000308,2025-01-25T22:06:00,Synthetic review notes repeated transfers in a short time window.,high_transaction_velocity
NOTE000309,ALERT000309,2025-01-27T08:11:00,Synthetic review notes repeated round-number payments requiring review.,round_number_payments
NOTE000310,ALERT000310,2025-12-30T13:32:00,Synthetic review notes payment to a recently observed beneficiary.,new_beneficiary_risk
NOTE000311,ALERT000311,2025-05-02T23:13:00,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account_style_behaviour
NOTE000312,ALERT000312,2025-04-13T14:05:00,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover_style_behaviour
NOTE000313,ALERT000313,2025-11-06T11:56:00,Synthetic review notes repeated transfers in a short time window.,high_transaction_velocity
NOTE000314,ALERT000314,2025-12-05T18:07:00,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover_style_behaviour
NOTE000315,ALERT000315,2025-05-08T05:07:00,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover_style_behaviour
NOTE000316,ALERT000316,2025-05-05T16:52:00,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover_style_behaviour
NOTE000317,ALERT000317,2025-10-25T18:16:00,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account_style_behaviour
NOTE000318,ALERT000318,2025-01-02T02:04:00,Synthetic review notes repeated round-number payments requiring review.,round_number_payments
NOTE000319,ALERT000319,2025-05-13T23:59:00,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account_style_behaviour
NOTE000320,ALERT000320,2025-09-26T08:04:00,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement_of_funds
NOTE000321,ALERT000321,2025-09-18T11:27:00,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction_exposure
NOTE000322,ALERT000322,2025-01-17T23:26:00,Synthetic review notes repeated round-number payments requiring review.,round_number_payments
NOTE000323,ALERT000323,2025-07-26T21:31:00,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account_style_behaviour
NOTE000324,ALERT000324,2025-10-04T17:48:00,Synthetic review notes device reuse across multiple account relationships.,shared_device_behaviour
NOTE000325,ALERT000325,2025-07-08T14:59:00,Synthetic review notes repeated transfers in a short time window.,high_transaction_velocity
NOTE000326,ALERT000326,2025-05-21T18:47:00,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement_of_funds
NOTE000327,ALERT000327,2025-01-06T23:54:00,Synthetic review notes a material increase against expected account activity.,unusual_amount_spike
NOTE000328,ALERT000328,2025-10-22T12:32:00,Synthetic review notes repeated round-number payments requiring review.,round_number_payments
NOTE000329,ALERT000329,2025-11-13T00:59:00,Synthetic review notes repeated transfers in a short time window.,high_transaction_velocity
NOTE000330,ALERT000330,2025-10-01T05:30:00,Synthetic review notes a material increase against expected account activity.,unusual_amount_spike
NOTE000331,ALERT000331,2025-01-14T04:37:00,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account_style_behaviour
NOTE000332,ALERT000332,2025-11-08T11:29:00,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction_exposure
NOTE000333,ALERT000333,2025-03-03T07:17:00,Synthetic review notes payment to a recently observed beneficiary.,new_beneficiary_risk
NOTE000334,ALERT000334,2025-09-08T17:50:00,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction_exposure
NOTE000335,ALERT000335,2025-11-29T21:33:00,Synthetic review notes repeated transfers in a short time window.,high_transaction_velocity
NOTE000336,ALERT000336,2025-10-13T05:36:00,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction_exposure
NOTE000337,ALERT000337,2025-08-16T23:40:00,Synthetic review notes a material increase against expected account activity.,unusual_amount_spike
NOTE000338,ALERT000338,2025-11-04T20:01:00,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account_style_behaviour
NOTE000339,ALERT000339,2025-04-13T02:16:00,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction_exposure
NOTE000340,ALERT000340,2025-09-07T23:30:00,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction_exposure
NOTE000341,ALERT000341,2025-08-18T12:52:00,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover_style_behaviour
NOTE000342,ALERT000342,2025-05-26T11:29:00,Synthetic review notes repeated transfers in a short time window.,high_transaction_velocity
NOTE000343,ALERT000343,2025-06-09T23:43:00,Synthetic review notes device reuse across multiple account relationships.,shared_device_behaviour
NOTE000344,ALERT000344,2025-03-17T17:28:00,Synthetic review notes a material increase against expected account activity.,unusual_amount_spike
NOTE000345,ALERT000345,2025-09-02T05:07:00,Synthetic review notes a material increase against expected account activity.,unusual_amount_spike
NOTE000346,ALERT000346,2025-06-29T15:13:00,Synthetic review notes repeated transfers in a short time window.,high_transaction_velocity
NOTE000347,ALERT000347,2025-04-07T11:51:00,Synthetic review notes repeated transfers in a short time window.,high_transaction_velocity
NOTE000348,ALERT000348,2025-11-28T07:39:00,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover_style_behaviour
NOTE000349,ALERT000349,2025-11-25T17:48:00,Synthetic review notes a material increase against expected account activity.,unusual_amount_spike
NOTE000350,ALERT000350,2025-06-14T08:13:00,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement_of_funds
NOTE000351,ALERT000351,2025-03-21T20:06:00,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement_of_funds
NOTE000352,ALERT000352,2025-11-18T19:16:00,Synthetic review notes repeated round-number payments requiring review.,round_number_payments
NOTE000353,ALERT000353,2025-03-13T06:36:00,Synthetic review notes device reuse across multiple account relationships.,shared_device_behaviour
NOTE000354,ALERT000354,2025-09-20T19:28:00,Synthetic review notes repeated transfers in a short time window.,high_transaction_velocity
NOTE000355,ALERT000355,2025-11-18T16:42:00,Synthetic review notes repeated transfers in a short time window.,high_transaction_velocity
NOTE000356,ALERT000356,2025-03-16T11:03:00,Synthetic review notes repeated transfers in a short time window.,high_transaction_velocity
NOTE000357,ALERT000357,2025-07-24T00:45:00,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement_of_funds
NOTE000358,ALERT000358,2025-08-20T13:19:00,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover_style_behaviour
NOTE000359,ALERT000359,2025-02-05T20:17:00,Synthetic review notes device reuse across multiple account relationships.,shared_device_behaviour
NOTE000360,ALERT000360,2025-09-11T20:30:00,Synthetic review notes device reuse across multiple account relationships.,shared_device_behaviour
NOTE000361,ALERT000361,2025-06-13T02:53:00,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction_exposure
NOTE000362,ALERT000362,2025-09-19T14:29:00,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement_of_funds
NOTE000363,ALERT000363,2025-03-18T08:59:00,Synthetic review notes payment to a recently observed beneficiary.,new_beneficiary_risk
NOTE000364,ALERT000364,2025-04-02T00:04:00,Synthetic review notes a material increase against expected account activity.,unusual_amount_spike
NOTE000365,ALERT000365,2025-01-27T19:07:00,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction_exposure
NOTE000366,ALERT000366,2025-08-02T03:35:00,Synthetic review notes payment to a recently observed beneficiary.,new_beneficiary_risk
NOTE000367,ALERT000367,2025-01-27T20:53:00,Synthetic review notes repeated round-number payments requiring review.,round_number_payments
NOTE000368,ALERT000368,2025-01-23T01:25:00,Synthetic review notes payment to a recently observed beneficiary.,new_beneficiary_risk
NOTE000369,ALERT000369,2025-05-22T20:38:00,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover_style_behaviour
NOTE000370,ALERT000370,2025-07-19T17:25:00,Synthetic review notes repeated round-number payments requiring review.,round_number_payments
NOTE000371,ALERT000371,2025-01-03T20:25:00,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account_style_behaviour
NOTE000372,ALERT000372,2025-01-03T18:43:00,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction_exposure
NOTE000373,ALERT000373,2025-10-20T01:15:00,Synthetic review notes repeated transfers in a short time window.,high_transaction_velocity
NOTE000374,ALERT000374,2025-03-05T12:38:00,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account_style_behaviour
NOTE000375,ALERT000375,2025-03-22T22:13:00,Synthetic review notes payment to a recently observed beneficiary.,new_beneficiary_risk
NOTE000376,ALERT000376,2025-02-24T09:08:00,Synthetic review notes repeated round-number payments requiring review.,round_number_payments
NOTE000377,ALERT000377,2025-02-27T00:32:00,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement_of_funds
NOTE000378,ALERT000378,2025-04-07T00:11:00,Synthetic review notes device reuse across multiple account relationships.,shared_device_behaviour
NOTE000379,ALERT000379,2025-03-22T23:57:00,Synthetic review notes repeated transfers in a short time window.,high_transaction_velocity
NOTE000380,ALERT000380,2025-04-30T01:10:00,Synthetic review notes device reuse across multiple account relationships.,shared_device_behaviour
NOTE000381,ALERT000381,2025-01-04T01:03:00,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover_style_behaviour
NOTE000382,ALERT000382,2025-07-13T06:20:00,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account_style_behaviour
NOTE000383,ALERT000383,2025-01-26T02:09:00,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction_exposure
NOTE000384,ALERT000384,2025-10-11T12:56:00,Synthetic review notes device reuse across multiple account relationships.,shared_device_behaviour
NOTE000385,ALERT000385,2025-09-17T03:11:00,Synthetic review notes repeated transfers in a short time window.,high_transaction_velocity
NOTE000386,ALERT000386,2025-03-06T12:14:00,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction_exposure
NOTE000387,ALERT000387,2025-01-03T05:50:00,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement_of_funds
NOTE000388,ALERT000388,2025-09-30T14:08:00,Synthetic review notes repeated round-number payments requiring review.,round_number_payments
NOTE000389,ALERT000389,2025-06-05T16:24:00,Synthetic review notes a material increase against expected account activity.,unusual_amount_spike
NOTE000390,ALERT000390,2025-09-24T22:49:00,Synthetic review notes payment to a recently observed beneficiary.,new_beneficiary_risk
NOTE000391,ALERT000391,2025-12-26T07:30:00,Synthetic review notes a material increase against expected account activity.,unusual_amount_spike
NOTE000392,ALERT000392,2025-10-17T19:29:00,Synthetic review notes payment to a recently observed beneficiary.,new_beneficiary_risk
NOTE000393,ALERT000393,2025-03-20T07:21:00,Synthetic review notes repeated round-number payments requiring review.,round_number_payments
NOTE000394,ALERT000394,2025-09-08T10:37:00,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction_exposure
NOTE000395,ALERT000395,2025-07-27T12:22:00,Synthetic review notes a material increase against expected account activity.,unusual_amount_spike
NOTE000396,ALERT000396,2025-11-04T12:18:00,Synthetic review notes device reuse across multiple account relationships.,shared_device_behaviour
NOTE000397,ALERT000397,2025-04-01T20:35:00,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account_style_behaviour
NOTE000398,ALERT000398,2025-11-19T08:24:00,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction_exposure
NOTE000399,ALERT000399,2025-09-01T03:43:00,Synthetic review notes repeated transfers in a short time window.,high_transaction_velocity
NOTE000400,ALERT000400,2025-08-22T14:36:00,Synthetic review notes device reuse across multiple account relationships.,shared_device_behaviour
NOTE000401,ALERT000401,2025-06-14T11:40:00,Synthetic review notes device reuse across multiple account relationships.,shared_device_behaviour
NOTE000402,ALERT000402,2025-06-17T21:48:00,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account_style_behaviour
NOTE000403,ALERT000403,2025-08-31T01:51:00,Synthetic review notes device reuse across multiple account relationships.,shared_device_behaviour
NOTE000404,ALERT000404,2025-09-06T03:16:00,Synthetic review notes repeated transfers in a short time window.,high_transaction_velocity
NOTE000405,ALERT000405,2025-12-18T00:30:00,Synthetic review notes payment to a recently observed beneficiary.,new_beneficiary_risk
NOTE000406,ALERT000406,2025-01-23T19:41:00,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account_style_behaviour
NOTE000407,ALERT000407,2025-09-07T09:31:00,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account_style_behaviour
NOTE000408,ALERT000408,2025-07-10T07:47:00,Synthetic review notes repeated round-number payments requiring review.,round_number_payments
NOTE000409,ALERT000409,2025-09-24T05:04:00,Synthetic review notes a material increase against expected account activity.,unusual_amount_spike
NOTE000410,ALERT000410,2025-09-23T18:56:00,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account_style_behaviour
NOTE000411,ALERT000411,2025-08-16T14:07:00,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account_style_behaviour
NOTE000412,ALERT000412,2025-04-21T02:52:00,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement_of_funds
NOTE000413,ALERT000413,2025-02-27T10:19:00,Synthetic review notes repeated round-number payments requiring review.,round_number_payments
NOTE000414,ALERT000414,2025-01-13T23:44:00,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover_style_behaviour
NOTE000415,ALERT000415,2025-07-16T03:15:00,Synthetic review notes payment to a recently observed beneficiary.,new_beneficiary_risk
NOTE000416,ALERT000416,2025-02-18T07:20:00,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover_style_behaviour
NOTE000417,ALERT000417,2025-09-17T16:10:00,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover_style_behaviour
NOTE000418,ALERT000418,2025-04-28T07:48:00,Synthetic review notes repeated transfers in a short time window.,high_transaction_velocity
NOTE000419,ALERT000419,2025-02-21T01:18:00,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover_style_behaviour
NOTE000420,ALERT000420,2025-02-03T04:17:00,Synthetic review notes repeated transfers in a short time window.,high_transaction_velocity
NOTE000421,ALERT000421,2025-12-16T14:12:00,Synthetic review notes device reuse across multiple account relationships.,shared_device_behaviour
NOTE000422,ALERT000422,2025-01-19T00:58:00,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover_style_behaviour
NOTE000423,ALERT000423,2025-02-13T07:07:00,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction_exposure
NOTE000424,ALERT000424,2025-05-11T06:03:00,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement_of_funds
NOTE000425,ALERT000425,2025-09-20T09:13:00,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction_exposure
NOTE000426,ALERT000426,2025-04-26T02:04:00,Synthetic review notes device reuse across multiple account relationships.,shared_device_behaviour
NOTE000427,ALERT000427,2025-07-17T17:17:00,Synthetic review notes a material increase against expected account activity.,unusual_amount_spike
NOTE000428,ALERT000428,2025-07-30T09:53:00,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement_of_funds
NOTE000429,ALERT000429,2025-05-10T13:33:00,Synthetic review notes a material increase against expected account activity.,unusual_amount_spike
NOTE000430,ALERT000430,2025-11-01T08:36:00,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account_style_behaviour
NOTE000431,ALERT000431,2025-12-29T03:22:00,Synthetic review notes device reuse across multiple account relationships.,shared_device_behaviour
NOTE000432,ALERT000432,2025-02-15T18:28:00,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction_exposure
NOTE000433,ALERT000433,2025-01-05T11:58:00,Synthetic review notes repeated round-number payments requiring review.,round_number_payments
NOTE000434,ALERT000434,2025-08-24T19:33:00,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover_style_behaviour
NOTE000435,ALERT000435,2025-11-09T06:08:00,Synthetic review notes device reuse across multiple account relationships.,shared_device_behaviour
NOTE000436,ALERT000436,2025-08-01T01:07:00,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement_of_funds
NOTE000437,ALERT000437,2025-01-16T11:29:00,Synthetic review notes repeated round-number payments requiring review.,round_number_payments
NOTE000438,ALERT000438,2025-08-13T22:05:00,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover_style_behaviour
NOTE000439,ALERT000439,2025-01-01T19:32:00,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account_style_behaviour
NOTE000440,ALERT000440,2025-06-15T19:11:00,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover_style_behaviour
NOTE000441,ALERT000441,2025-12-22T03:00:00,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction_exposure
NOTE000442,ALERT000442,2025-01-10T15:06:00,Synthetic review notes device reuse across multiple account relationships.,shared_device_behaviour
NOTE000443,ALERT000443,2025-02-11T17:05:00,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement_of_funds
NOTE000444,ALERT000444,2025-06-03T07:57:00,Synthetic review notes a material increase against expected account activity.,unusual_amount_spike
NOTE000445,ALERT000445,2025-11-17T11:33:00,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement_of_funds
NOTE000446,ALERT000446,2025-03-04T06:16:00,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement_of_funds
NOTE000447,ALERT000447,2025-03-30T21:55:00,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account_style_behaviour
NOTE000448,ALERT000448,2025-07-29T21:35:00,Synthetic review notes repeated transfers in a short time window.,high_transaction_velocity
NOTE000449,ALERT000449,2025-11-07T00:04:00,Synthetic review notes device reuse across multiple account relationships.,shared_device_behaviour
NOTE000450,ALERT000450,2025-05-31T14:26:00,Synthetic review notes a material increase against expected account activity.,unusual_amount_spike
NOTE000451,ALERT000451,2025-07-10T07:47:00,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover_style_behaviour
NOTE000452,ALERT000452,2025-10-28T02:30:00,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover_style_behaviour
NOTE000453,ALERT000453,2025-01-17T17:49:00,Synthetic review notes repeated transfers in a short time window.,high_transaction_velocity
NOTE000454,ALERT000454,2025-04-08T14:28:00,Synthetic review notes repeated transfers in a short time window.,high_transaction_velocity
NOTE000455,ALERT000455,2025-03-12T17:45:00,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover_style_behaviour
NOTE000456,ALERT000456,2025-07-11T13:45:00,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover_style_behaviour
