case_note_id,alert_id,note_text,predicted_typology,typology_confidence,typology_reasons,original_typology_label
NOTE000171,ALERT000171,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover,0.9,KEYWORD:unusual access,account_takeover_style_behaviour
NOTE000172,ALERT000172,Synthetic review notes repeated round-number payments requiring review.,structuring,0.9,"KEYWORD:round-number, KEYWORD:repeated round",round_number_payments
NOTE000173,ALERT000173,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account,0.9,"KEYWORD:mule, KEYWORD:mule-account",mule_account_style_behaviour
NOTE000174,ALERT000174,Synthetic review notes a material increase against expected account activity.,unknown,0.75,ORIGINAL_LABEL_HINT:unusual_amount_spike,unusual_amount_spike
NOTE000175,ALERT000175,Synthetic review notes payment to a recently observed beneficiary.,shared_beneficiary,0.75,ORIGINAL_LABEL_HINT:new_beneficiary_risk,new_beneficiary_risk
NOTE000176,ALERT000176,Synthetic review notes a material increase against expected account activity.,unknown,0.75,ORIGINAL_LABEL_HINT:unusual_amount_spike,unusual_amount_spike
NOTE000177,ALERT000177,Synthetic review notes device reuse across multiple account relationships.,shared_device,0.9,"KEYWORD:device reuse, KEYWORD:multiple account",shared_device_behaviour
NOTE000178,ALERT000178,Synthetic review notes device reuse across multiple account relationships.,shared_device,0.9,"KEYWORD:device reuse, KEYWORD:multiple account",shared_device_behaviour
NOTE000179,ALERT000179,Synthetic review notes repeated round-number payments requiring review.,structuring,0.9,"KEYWORD:round-number, KEYWORD:repeated round",round_number_payments
NOTE000180,ALERT000180,Synthetic review notes payment to a recently observed beneficiary.,shared_beneficiary,0.75,ORIGINAL_LABEL_HINT:new_beneficiary_risk,new_beneficiary_risk
NOTE000181,ALERT000181,Synthetic review notes repeated round-number payments requiring review.,structuring,0.9,"KEYWORD:round-number, KEYWORD:repeated round",round_number_payments
NOTE000182,ALERT000182,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement,0.9,"KEYWORD:rapid inbound, KEYWORD:outbound movement",rapid_movement_of_funds
NOTE000183,ALERT000183,Synthetic review notes repeated round-number payments requiring review.,structuring,0.9,"KEYWORD:round-number, KEYWORD:repeated round",round_number_payments
NOTE000184,ALERT000184,Synthetic review notes repeated transfers in a short time window.,rapid_movement,0.9,KEYWORD:short time window,high_transaction_velocity
NOTE000185,ALERT000185,Synthetic review notes a material increase against expected account activity.,unknown,0.75,ORIGINAL_LABEL_HINT:unusual_amount_spike,unusual_amount_spike
NOTE000186,ALERT000186,Synthetic review notes repeated round-number payments requiring review.,structuring,0.9,"KEYWORD:round-number, KEYWORD:repeated round",round_number_payments
NOTE000187,ALERT000187,Synthetic review notes a material increase against expected account activity.,unknown,0.75,ORIGINAL_LABEL_HINT:unusual_amount_spike,unusual_amount_spike
NOTE000188,ALERT000188,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction,0.9,"KEYWORD:higher-risk, KEYWORD:destination country",high_risk_jurisdiction_exposure
NOTE000189,ALERT000189,Synthetic review notes device reuse across multiple account relationships.,shared_device,0.9,"KEYWORD:device reuse, KEYWORD:multiple account",shared_device_behaviour
NOTE000190,ALERT000190,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account,0.9,"KEYWORD:mule, KEYWORD:mule-account",mule_account_style_behaviour
NOTE000191,ALERT000191,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction,0.9,"KEYWORD:higher-risk, KEYWORD:destination country",high_risk_jurisdiction_exposure
NOTE000192,ALERT000192,Synthetic review notes a material increase against expected account activity.,unknown,0.75,ORIGINAL_LABEL_HINT:unusual_amount_spike,unusual_amount_spike
NOTE000193,ALERT000193,Synthetic review notes device reuse across multiple account relationships.,shared_device,0.9,"KEYWORD:device reuse, KEYWORD:multiple account",shared_device_behaviour
NOTE000194,ALERT000194,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover,0.9,KEYWORD:unusual access,account_takeover_style_behaviour
NOTE000195,ALERT000195,Synthetic review notes payment to a recently observed beneficiary.,shared_beneficiary,0.75,ORIGINAL_LABEL_HINT:new_beneficiary_risk,new_beneficiary_risk
NOTE000196,ALERT000196,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement,0.9,"KEYWORD:rapid inbound, KEYWORD:outbound movement",rapid_movement_of_funds
NOTE000197,ALERT000197,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account,0.9,"KEYWORD:mule, KEYWORD:mule-account",mule_account_style_behaviour
NOTE000198,ALERT000198,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account,0.9,"KEYWORD:mule, KEYWORD:mule-account",mule_account_style_behaviour
NOTE000199,ALERT000199,Synthetic review notes a material increase against expected account activity.,unknown,0.75,ORIGINAL_LABEL_HINT:unusual_amount_spike,unusual_amount_spike
NOTE000200,ALERT000200,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover,0.9,KEYWORD:unusual access,account_takeover_style_behaviour
NOTE000201,ALERT000201,Synthetic review notes repeated round-number payments requiring review.,structuring,0.9,"KEYWORD:round-number, KEYWORD:repeated round",round_number_payments
NOTE000202,ALERT000202,Synthetic review notes a material increase against expected account activity.,unknown,0.75,ORIGINAL_LABEL_HINT:unusual_amount_spike,unusual_amount_spike
NOTE000203,ALERT000203,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction,0.9,"KEYWORD:higher-risk, KEYWORD:destination country",high_risk_jurisdiction_exposure
NOTE000204,ALERT000204,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account,0.9,"KEYWORD:mule, KEYWORD:mule-account",mule_account_style_behaviour
NOTE000205,ALERT000205,Synthetic review notes repeated transfers in a short time window.,rapid_movement,0.9,KEYWORD:short time window,high_transaction_velocity
NOTE000206,ALERT000206,Synthetic review notes a material increase against expected account activity.,unknown,0.75,ORIGINAL_LABEL_HINT:unusual_amount_spike,unusual_amount_spike
NOTE000207,ALERT000207,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction,0.9,"KEYWORD:higher-risk, KEYWORD:destination country",high_risk_jurisdiction_exposure
NOTE000208,ALERT000208,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover,0.9,KEYWORD:unusual access,account_takeover_style_behaviour
NOTE000209,ALERT000209,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement,0.9,"KEYWORD:rapid inbound, KEYWORD:outbound movement",rapid_movement_of_funds
NOTE000210,ALERT000210,Synthetic review notes repeated round-number payments requiring review.,structuring,0.9,"KEYWORD:round-number, KEYWORD:repeated round",round_number_payments
NOTE000211,ALERT000211,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account,0.9,"KEYWORD:mule, KEYWORD:mule-account",mule_account_style_behaviour
NOTE000212,ALERT000212,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account,0.9,"KEYWORD:mule, KEYWORD:mule-account",mule_account_style_behaviour
NOTE000213,ALERT000213,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement,0.9,"KEYWORD:rapid inbound, KEYWORD:outbound movement",rapid_movement_of_funds
NOTE000214,ALERT000214,Synthetic review notes repeated round-number payments requiring review.,structuring,0.9,"KEYWORD:round-number, KEYWORD:repeated round",round_number_payments
NOTE000215,ALERT000215,Synthetic review notes a material increase against expected account activity.,unknown,0.75,ORIGINAL_LABEL_HINT:unusual_amount_spike,unusual_amount_spike
NOTE000216,ALERT000216,Synthetic review notes payment to a recently observed beneficiary.,shared_beneficiary,0.75,ORIGINAL_LABEL_HINT:new_beneficiary_risk,new_beneficiary_risk
NOTE000217,ALERT000217,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover,0.9,KEYWORD:unusual access,account_takeover_style_behaviour
NOTE000218,ALERT000218,Synthetic review notes device reuse across multiple account relationships.,shared_device,0.9,"KEYWORD:device reuse, KEYWORD:multiple account",shared_device_behaviour
NOTE000219,ALERT000219,Synthetic review notes a material increase against expected account activity.,unknown,0.75,ORIGINAL_LABEL_HINT:unusual_amount_spike,unusual_amount_spike
NOTE000220,ALERT000220,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover,0.9,KEYWORD:unusual access,account_takeover_style_behaviour
NOTE000221,ALERT000221,Synthetic review notes repeated round-number payments requiring review.,structuring,0.9,"KEYWORD:round-number, KEYWORD:repeated round",round_number_payments
NOTE000222,ALERT000222,Synthetic review notes a material increase against expected account activity.,unknown,0.75,ORIGINAL_LABEL_HINT:unusual_amount_spike,unusual_amount_spike
NOTE000223,ALERT000223,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover,0.9,KEYWORD:unusual access,account_takeover_style_behaviour
NOTE000224,ALERT000224,Synthetic review notes repeated round-number payments requiring review.,structuring,0.9,"KEYWORD:round-number, KEYWORD:repeated round",round_number_payments
NOTE000225,ALERT000225,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover,0.9,KEYWORD:unusual access,account_takeover_style_behaviour
NOTE000226,ALERT000226,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover,0.9,KEYWORD:unusual access,account_takeover_style_behaviour
NOTE000227,ALERT000227,Synthetic review notes device reuse across multiple account relationships.,shared_device,0.9,"KEYWORD:device reuse, KEYWORD:multiple account",shared_device_behaviour
NOTE000228,ALERT000228,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement,0.9,"KEYWORD:rapid inbound, KEYWORD:outbound movement",rapid_movement_of_funds
NOTE000229,ALERT000229,Synthetic review notes payment to a recently observed beneficiary.,shared_beneficiary,0.75,ORIGINAL_LABEL_HINT:new_beneficiary_risk,new_beneficiary_risk
NOTE000230,ALERT000230,Synthetic review notes repeated transfers in a short time window.,rapid_movement,0.9,KEYWORD:short time window,high_transaction_velocity
NOTE000231,ALERT000231,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement,0.9,"KEYWORD:rapid inbound, KEYWORD:outbound movement",rapid_movement_of_funds
NOTE000232,ALERT000232,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account,0.9,"KEYWORD:mule, KEYWORD:mule-account",mule_account_style_behaviour
NOTE000233,ALERT000233,Synthetic review notes a material increase against expected account activity.,unknown,0.75,ORIGINAL_LABEL_HINT:unusual_amount_spike,unusual_amount_spike
NOTE000234,ALERT000234,Synthetic review notes a material increase against expected account activity.,unknown,0.75,ORIGINAL_LABEL_HINT:unusual_amount_spike,unusual_amount_spike
NOTE000235,ALERT000235,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction,0.9,"KEYWORD:higher-risk, KEYWORD:destination country",high_risk_jurisdiction_exposure
NOTE000236,ALERT000236,Synthetic review notes payment to a recently observed beneficiary.,shared_beneficiary,0.75,ORIGINAL_LABEL_HINT:new_beneficiary_risk,new_beneficiary_risk
NOTE000237,ALERT000237,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement,0.9,"KEYWORD:rapid inbound, KEYWORD:outbound movement",rapid_movement_of_funds
NOTE000238,ALERT000238,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction,0.9,"KEYWORD:higher-risk, KEYWORD:destination country",high_risk_jurisdiction_exposure
NOTE000239,ALERT000239,Synthetic review notes payment to a recently observed beneficiary.,shared_beneficiary,0.75,ORIGINAL_LABEL_HINT:new_beneficiary_risk,new_beneficiary_risk
NOTE000240,ALERT000240,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement,0.9,"KEYWORD:rapid inbound, KEYWORD:outbound movement",rapid_movement_of_funds
NOTE000241,ALERT000241,Synthetic review notes repeated transfers in a short time window.,rapid_movement,0.9,KEYWORD:short time window,high_transaction_velocity
NOTE000242,ALERT000242,Synthetic review notes repeated transfers in a short time window.,rapid_movement,0.9,KEYWORD:short time window,high_transaction_velocity
NOTE000243,ALERT000243,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction,0.9,"KEYWORD:higher-risk, KEYWORD:destination country",high_risk_jurisdiction_exposure
NOTE000244,ALERT000244,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account,0.9,"KEYWORD:mule, KEYWORD:mule-account",mule_account_style_behaviour
NOTE000245,ALERT000245,Synthetic review notes device reuse across multiple account relationships.,shared_device,0.9,"KEYWORD:device reuse, KEYWORD:multiple account",shared_device_behaviour
NOTE000246,ALERT000246,Synthetic review notes device reuse across multiple account relationships.,shared_device,0.9,"KEYWORD:device reuse, KEYWORD:multiple account",shared_device_behaviour
NOTE000247,ALERT000247,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction,0.9,"KEYWORD:higher-risk, KEYWORD:destination country",high_risk_jurisdiction_exposure
NOTE000248,ALERT000248,Synthetic review notes repeated round-number payments requiring review.,structuring,0.9,"KEYWORD:round-number, KEYWORD:repeated round",round_number_payments
NOTE000249,ALERT000249,Synthetic review notes payment to a recently observed beneficiary.,shared_beneficiary,0.75,ORIGINAL_LABEL_HINT:new_beneficiary_risk,new_beneficiary_risk
NOTE000250,ALERT000250,Synthetic review notes repeated round-number payments requiring review.,structuring,0.9,"KEYWORD:round-number, KEYWORD:repeated round",round_number_payments
NOTE000251,ALERT000251,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction,0.9,"KEYWORD:higher-risk, KEYWORD:destination country",high_risk_jurisdiction_exposure
NOTE000252,ALERT000252,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement,0.9,"KEYWORD:rapid inbound, KEYWORD:outbound movement",rapid_movement_of_funds
NOTE000253,ALERT000253,Synthetic review notes repeated round-number payments requiring review.,structuring,0.9,"KEYWORD:round-number, KEYWORD:repeated round",round_number_payments
NOTE000254,ALERT000254,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account,0.9,"KEYWORD:mule, KEYWORD:mule-account",mule_account_style_behaviour
NOTE000255,ALERT000255,Synthetic review notes device reuse across multiple account relationships.,shared_device,0.9,"KEYWORD:device reuse, KEYWORD:multiple account",shared_device_behaviour
NOTE000256,ALERT000256,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement,0.9,"KEYWORD:rapid inbound, KEYWORD:outbound movement",rapid_movement_of_funds
NOTE000257,ALERT000257,Synthetic review notes repeated transfers in a short time window.,rapid_movement,0.9,KEYWORD:short time window,high_transaction_velocity
NOTE000258,ALERT000258,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account,0.9,"KEYWORD:mule, KEYWORD:mule-account",mule_account_style_behaviour
NOTE000259,ALERT000259,Synthetic review notes a material increase against expected account activity.,unknown,0.75,ORIGINAL_LABEL_HINT:unusual_amount_spike,unusual_amount_spike
NOTE000260,ALERT000260,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement,0.9,"KEYWORD:rapid inbound, KEYWORD:outbound movement",rapid_movement_of_funds
NOTE000261,ALERT000261,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement,0.9,"KEYWORD:rapid inbound, KEYWORD:outbound movement",rapid_movement_of_funds
NOTE000262,ALERT000262,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover,0.9,KEYWORD:unusual access,account_takeover_style_behaviour
NOTE000263,ALERT000263,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account,0.9,"KEYWORD:mule, KEYWORD:mule-account",mule_account_style_behaviour
NOTE000264,ALERT000264,Synthetic review notes device reuse across multiple account relationships.,shared_device,0.9,"KEYWORD:device reuse, KEYWORD:multiple account",shared_device_behaviour
NOTE000265,ALERT000265,Synthetic review notes repeated round-number payments requiring review.,structuring,0.9,"KEYWORD:round-number, KEYWORD:repeated round",round_number_payments
NOTE000266,ALERT000266,Synthetic review notes repeated round-number payments requiring review.,structuring,0.9,"KEYWORD:round-number, KEYWORD:repeated round",round_number_payments
NOTE000267,ALERT000267,Synthetic review notes repeated round-number payments requiring review.,structuring,0.9,"KEYWORD:round-number, KEYWORD:repeated round",round_number_payments
NOTE000268,ALERT000268,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction,0.9,"KEYWORD:higher-risk, KEYWORD:destination country",high_risk_jurisdiction_exposure
NOTE000269,ALERT000269,Synthetic review notes a material increase against expected account activity.,unknown,0.75,ORIGINAL_LABEL_HINT:unusual_amount_spike,unusual_amount_spike
NOTE000270,ALERT000270,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account,0.9,"KEYWORD:mule, KEYWORD:mule-account",mule_account_style_behaviour
NOTE000271,ALERT000271,Synthetic review notes repeated round-number payments requiring review.,structuring,0.9,"KEYWORD:round-number, KEYWORD:repeated round",round_number_payments
NOTE000272,ALERT000272,Synthetic review notes a material increase against expected account activity.,unknown,0.75,ORIGINAL_LABEL_HINT:unusual_amount_spike,unusual_amount_spike
NOTE000273,ALERT000273,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement,0.9,"KEYWORD:rapid inbound, KEYWORD:outbound movement",rapid_movement_of_funds
NOTE000274,ALERT000274,Synthetic review notes device reuse across multiple account relationships.,shared_device,0.9,"KEYWORD:device reuse, KEYWORD:multiple account",shared_device_behaviour
NOTE000275,ALERT000275,Synthetic review notes repeated transfers in a short time window.,rapid_movement,0.9,KEYWORD:short time window,high_transaction_velocity
NOTE000276,ALERT000276,Synthetic review notes repeated transfers in a short time window.,rapid_movement,0.9,KEYWORD:short time window,high_transaction_velocity
NOTE000277,ALERT000277,Synthetic review notes device reuse across multiple account relationships.,shared_device,0.9,"KEYWORD:device reuse, KEYWORD:multiple account",shared_device_behaviour
NOTE000278,ALERT000278,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover,0.9,KEYWORD:unusual access,account_takeover_style_behaviour
NOTE000279,ALERT000279,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account,0.9,"KEYWORD:mule, KEYWORD:mule-account",mule_account_style_behaviour
NOTE000280,ALERT000280,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement,0.9,"KEYWORD:rapid inbound, KEYWORD:outbound movement",rapid_movement_of_funds
NOTE000281,ALERT000281,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement,0.9,"KEYWORD:rapid inbound, KEYWORD:outbound movement",rapid_movement_of_funds
NOTE000282,ALERT000282,Synthetic review notes a material increase against expected account activity.,unknown,0.75,ORIGINAL_LABEL_HINT:unusual_amount_spike,unusual_amount_spike
NOTE000283,ALERT000283,Synthetic review notes repeated transfers in a short time window.,rapid_movement,0.9,KEYWORD:short time window,high_transaction_velocity
NOTE000284,ALERT000284,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account,0.9,"KEYWORD:mule, KEYWORD:mule-account",mule_account_style_behaviour
NOTE000285,ALERT000285,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover,0.9,KEYWORD:unusual access,account_takeover_style_behaviour
NOTE000286,ALERT000286,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover,0.9,KEYWORD:unusual access,account_takeover_style_behaviour
NOTE000287,ALERT000287,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover,0.9,KEYWORD:unusual access,account_takeover_style_behaviour
NOTE000288,ALERT000288,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction,0.9,"KEYWORD:higher-risk, KEYWORD:destination country",high_risk_jurisdiction_exposure
NOTE000289,ALERT000289,Synthetic review notes repeated transfers in a short time window.,rapid_movement,0.9,KEYWORD:short time window,high_transaction_velocity
NOTE000290,ALERT000290,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover,0.9,KEYWORD:unusual access,account_takeover_style_behaviour
NOTE000291,ALERT000291,Synthetic review notes device reuse across multiple account relationships.,shared_device,0.9,"KEYWORD:device reuse, KEYWORD:multiple account",shared_device_behaviour
NOTE000292,ALERT000292,Synthetic review notes a material increase against expected account activity.,unknown,0.75,ORIGINAL_LABEL_HINT:unusual_amount_spike,unusual_amount_spike
NOTE000293,ALERT000293,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account,0.9,"KEYWORD:mule, KEYWORD:mule-account",mule_account_style_behaviour
NOTE000294,ALERT000294,Synthetic review notes device reuse across multiple account relationships.,shared_device,0.9,"KEYWORD:device reuse, KEYWORD:multiple account",shared_device_behaviour
NOTE000295,ALERT000295,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction,0.9,"KEYWORD:higher-risk, KEYWORD:destination country",high_risk_jurisdiction_exposure
NOTE000296,ALERT000296,Synthetic review notes repeated transfers in a short time window.,rapid_movement,0.9,KEYWORD:short time window,high_transaction_velocity
NOTE000297,ALERT000297,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction,0.9,"KEYWORD:higher-risk, KEYWORD:destination country",high_risk_jurisdiction_exposure
NOTE000298,ALERT000298,Synthetic review notes a material increase against expected account activity.,unknown,0.75,ORIGINAL_LABEL_HINT:unusual_amount_spike,unusual_amount_spike
NOTE000299,ALERT000299,Synthetic review notes repeated round-number payments requiring review.,structuring,0.9,"KEYWORD:round-number, KEYWORD:repeated round",round_number_payments
NOTE000300,ALERT000300,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover,0.9,KEYWORD:unusual access,account_takeover_style_behaviour
NOTE000301,ALERT000301,Synthetic review notes a material increase against expected account activity.,unknown,0.75,ORIGINAL_LABEL_HINT:unusual_amount_spike,unusual_amount_spike
NOTE000302,ALERT000302,Synthetic review notes payment to a recently observed beneficiary.,shared_beneficiary,0.75,ORIGINAL_LABEL_HINT:new_beneficiary_risk,new_beneficiary_risk
NOTE000303,ALERT000303,Synthetic review notes repeated round-number payments requiring review.,structuring,0.9,"KEYWORD:round-number, KEYWORD:repeated round",round_number_payments
NOTE000304,ALERT000304,Synthetic review notes repeated round-number payments requiring review.,structuring,0.9,"KEYWORD:round-number, KEYWORD:repeated round",round_number_payments
NOTE000305,ALERT000305,Synthetic review notes a material increase against expected account activity.,unknown,0.75,ORIGINAL_LABEL_HINT:unusual_amount_spike,unusual_amount_spike
NOTE000306,ALERT000306,Synthetic review notes device reuse across multiple account relationships.,shared_device,0.9,"KEYWORD:device reuse, KEYWORD:multiple account",shared_device_behaviour
NOTE000307,ALERT000307,Synthetic review notes repeated transfers in a short time window.,rapid_movement,0.9,KEYWORD:short time window,high_transaction_velocity
NOTE000308,ALERT000308,Synthetic review notes repeated transfers in a short time window.,rapid_movement,0.9,KEYWORD:short time window,high_transaction_velocity
NOTE000309,ALERT000309,Synthetic review notes repeated round-number payments requiring review.,structuring,0.9,"KEYWORD:round-number, KEYWORD:repeated round",round_number_payments
NOTE000310,ALERT000310,Synthetic review notes payment to a recently observed beneficiary.,shared_beneficiary,0.75,ORIGINAL_LABEL_HINT:new_beneficiary_risk,new_beneficiary_risk
NOTE000311,ALERT000311,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account,0.9,"KEYWORD:mule, KEYWORD:mule-account",mule_account_style_behaviour
NOTE000312,ALERT000312,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover,0.9,KEYWORD:unusual access,account_takeover_style_behaviour
NOTE000313,ALERT000313,Synthetic review notes repeated transfers in a short time window.,rapid_movement,0.9,KEYWORD:short time window,high_transaction_velocity
NOTE000314,ALERT000314,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover,0.9,KEYWORD:unusual access,account_takeover_style_behaviour
NOTE000315,ALERT000315,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover,0.9,KEYWORD:unusual access,account_takeover_style_behaviour
NOTE000316,ALERT000316,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover,0.9,KEYWORD:unusual access,account_takeover_style_behaviour
NOTE000317,ALERT000317,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account,0.9,"KEYWORD:mule, KEYWORD:mule-account",mule_account_style_behaviour
NOTE000318,ALERT000318,Synthetic review notes repeated round-number payments requiring review.,structuring,0.9,"KEYWORD:round-number, KEYWORD:repeated round",round_number_payments
NOTE000319,ALERT000319,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account,0.9,"KEYWORD:mule, KEYWORD:mule-account",mule_account_style_behaviour
NOTE000320,ALERT000320,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement,0.9,"KEYWORD:rapid inbound, KEYWORD:outbound movement",rapid_movement_of_funds
NOTE000321,ALERT000321,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction,0.9,"KEYWORD:higher-risk, KEYWORD:destination country",high_risk_jurisdiction_exposure
NOTE000322,ALERT000322,Synthetic review notes repeated round-number payments requiring review.,structuring,0.9,"KEYWORD:round-number, KEYWORD:repeated round",round_number_payments
NOTE000323,ALERT000323,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account,0.9,"KEYWORD:mule, KEYWORD:mule-account",mule_account_style_behaviour
NOTE000324,ALERT000324,Synthetic review notes device reuse across multiple account relationships.,shared_device,0.9,"KEYWORD:device reuse, KEYWORD:multiple account",shared_device_behaviour
NOTE000325,ALERT000325,Synthetic review notes repeated transfers in a short time window.,rapid_movement,0.9,KEYWORD:short time window,high_transaction_velocity
NOTE000326,ALERT000326,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement,0.9,"KEYWORD:rapid inbound, KEYWORD:outbound movement",rapid_movement_of_funds
NOTE000327,ALERT000327,Synthetic review notes a material increase against expected account activity.,unknown,0.75,ORIGINAL_LABEL_HINT:unusual_amount_spike,unusual_amount_spike
NOTE000328,ALERT000328,Synthetic review notes repeated round-number payments requiring review.,structuring,0.9,"KEYWORD:round-number, KEYWORD:repeated round",round_number_payments
NOTE000329,ALERT000329,Synthetic review notes repeated transfers in a short time window.,rapid_movement,0.9,KEYWORD:short time window,high_transaction_velocity
NOTE000330,ALERT000330,Synthetic review notes a material increase against expected account activity.,unknown,0.75,ORIGINAL_LABEL_HINT:unusual_amount_spike,unusual_amount_spike
NOTE000331,ALERT000331,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account,0.9,"KEYWORD:mule, KEYWORD:mule-account",mule_account_style_behaviour
NOTE000332,ALERT000332,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction,0.9,"KEYWORD:higher-risk, KEYWORD:destination country",high_risk_jurisdiction_exposure
NOTE000333,ALERT000333,Synthetic review notes payment to a recently observed beneficiary.,shared_beneficiary,0.75,ORIGINAL_LABEL_HINT:new_beneficiary_risk,new_beneficiary_risk
NOTE000334,ALERT000334,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction,0.9,"KEYWORD:higher-risk, KEYWORD:destination country",high_risk_jurisdiction_exposure
NOTE000335,ALERT000335,Synthetic review notes repeated transfers in a short time window.,rapid_movement,0.9,KEYWORD:short time window,high_transaction_velocity
NOTE000336,ALERT000336,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction,0.9,"KEYWORD:higher-risk, KEYWORD:destination country",high_risk_jurisdiction_exposure
NOTE000337,ALERT000337,Synthetic review notes a material increase against expected account activity.,unknown,0.75,ORIGINAL_LABEL_HINT:unusual_amount_spike,unusual_amount_spike
NOTE000338,ALERT000338,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account,0.9,"KEYWORD:mule, KEYWORD:mule-account",mule_account_style_behaviour
NOTE000339,ALERT000339,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction,0.9,"KEYWORD:higher-risk, KEYWORD:destination country",high_risk_jurisdiction_exposure
NOTE000340,ALERT000340,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction,0.9,"KEYWORD:higher-risk, KEYWORD:destination country",high_risk_jurisdiction_exposure
NOTE000341,ALERT000341,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover,0.9,KEYWORD:unusual access,account_takeover_style_behaviour
NOTE000342,ALERT000342,Synthetic review notes repeated transfers in a short time window.,rapid_movement,0.9,KEYWORD:short time window,high_transaction_velocity
NOTE000343,ALERT000343,Synthetic review notes device reuse across multiple account relationships.,shared_device,0.9,"KEYWORD:device reuse, KEYWORD:multiple account",shared_device_behaviour
